id,observed_on,latitude,longitude,scientific_name,common_name,iconic_taxon_name
Kentfield,5/7/22,37.95121118,-122.5456278,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95148558,-122.5457603,Melilotus indicus,small melilot,Plantae
Kentfield,5/7/22,37.95150822,-122.5458622,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95154678,-122.5454551,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95118487,-122.5455404,Grindelia stricta,Oregon Gumplant,Plantae
Kentfield,5/7/22,37.95154786,-122.5459637,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.9515365,-122.5459574,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.95106779,-122.5451185,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.95045818,-122.5472029,Erodium botrys,Mediterranean Stork's-bill,Plantae
Kentfield,5/7/22,37.95128211,-122.5454119,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.9510781,-122.5450912,Cyanocitta stelleri,Steller's Jay,Aves
Kentfield,5/7/22,37.95146094,-122.5460533,Foeniculum vulgare,fennel,Plantae
Kentfield,5/7/22,37.95136841,-122.5461552,Aesculus californica,California buckeye,Plantae
Kentfield,5/7/22,37.95095471,-122.5453298,Medicago polymorpha,bur clover,Plantae
Kentfield,5/7/22,37.95116677,-122.5453233,Foeniculum vulgare,fennel,Plantae
Kentfield,5/7/22,37.95107144,-122.5453312,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/7/22,37.95108912,-122.5452825,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/7/22,37.95103206,-122.5453641,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.9510649,-122.5452503,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.95116527,-122.5459673,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95064594,-122.545467,Plantago lanceolata,ribwort plantain,Plantae
Kentfield,5/7/22,37.95103206,-122.5452871,Plantago lanceolata,ribwort plantain,Plantae
Kentfield,5/7/22,37.95085698,-122.5449544,Acacia dealbata,Silver wattle,Plantae
Kentfield,5/7/22,37.94948402,-122.5463017,Quercus agrifolia,coast live oak,Plantae
Kentfield,5/7/22,37.9500254,-122.5456927,Amphibolips quercuspomiformis,Live Oak Apple Gall Wasp,Insecta
Kentfield,5/7/22,37.95005693,-122.5470114,Helminthotheca echioides,bristly oxtongue,Plantae
Kentfield,5/7/22,37.94894116,-122.546517,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/7/22,37.95158,-122.5455783,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,5/7/22,37.95160333,-122.545595,Salsola soda,fleshy Russian thistle,Plantae
Kentfield,5/7/22,37.95217964,-122.5459851,Aesculus californica,California buckeye,Plantae
Kentfield,5/7/22,37.95161333,-122.5456083,Melilotus indicus,small melilot,Plantae
Kentfield,5/7/22,37.95375,-122.54698,Erodium moschatum,musk stork's-bill,Plantae
Kentfield,5/7/22,37.95087833,-122.5448,Ambrosia psilostachya,western ragweed,Plantae
Kentfield,5/7/22,37.95070811,-122.5457237,Actitis macularius,Spotted Sandpiper,Aves
Kentfield,5/7/22,37.95099157,-122.5449916,Melospiza melodia,Song Sparrow,Aves
Kentfield,5/7/22,37.9505,-122.547825,Bromus diandrus,ripgut brome,Plantae
Kentfield,5/7/22,37.95038889,-122.5462556,Sceloporus occidentalis,Western Fence Lizard,Reptilia
Kentfield,5/7/22,37.95107601,-122.545462,Anas platyrhynchos,Mallard,Aves
Kentfield,5/7/22,37.95094156,-122.5459168,Egretta thula,Snowy Egret,Aves
Kentfield,5/7/22,37.951575,-122.5455333,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.951575,-122.5455333,Erodium botrys,Mediterranean Stork's-bill,Plantae
Kentfield,5/7/22,37.95114143,-122.5458736,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.95155,-122.5454033,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/7/22,37.95081004,-122.5459628,Apis mellifera,Western Honey Bee,Insecta
Kentfield,5/7/22,37.9513249,-122.5461156,Myoporum laetum,Ngaio,Plantae
Kentfield,5/7/22,37.95145,-122.544975,Acer negundo,boxelder,Plantae
Kentfield,5/7/22,37.95145833,-122.5448917,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/7/22,37.95493333,-122.5504639,Danaus plexippus,Monarch,Insecta
Kentfield,5/7/22,37.95171482,-122.5458835,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.95042833,-122.544905,Foeniculum vulgare,fennel,Plantae
Kentfield,5/7/22,37.950445,-122.5448833,Plantago lanceolata,ribwort plantain,Plantae
Kentfield,5/7/22,37.95246944,-122.5459111,Toxicodendron diversilobum,Pacific poison oak,Plantae
Kentfield,5/7/22,37.95119298,-122.5451923,Buteo lineatus,Red-shouldered Hawk,Aves
Kentfield,5/7/22,37.95092,-122.5450883,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.94909539,-122.5459279,Hylephila phyleus,Fiery Skipper,Insecta
Kentfield,5/7/22,37.9509947,-122.546296,Corvus brachyrhynchos,American Crow,Aves
Kentfield,5/7/22,37.95028889,-122.5479222,Euphorbia oblongata,eggleaf spurge,Plantae
Kentfield,5/7/22,37.94936667,-122.5478583,Carpobrotus edulis,sea fig,Plantae
Kentfield,5/7/22,37.94909697,-122.5462863,Melospiza melodia,Song Sparrow,Aves
Kentfield,5/7/22,37.94982778,-122.547425,Tragopogon porrifolius,purple salsify,Plantae
Kentfield,5/7/22,37.94936667,-122.5478583,Conium maculatum,poison hemlock,Plantae
Kentfield,5/7/22,37.95232778,-122.5459806,Rubus armeniacus,Armenian Blackberry,Plantae
Kentfield,5/7/22,37.95232778,-122.5459806,Vinca major,greater periwinkle,Plantae
Kentfield,5/7/22,37.95116862,-122.5459849,Bromus hordeaceus,soft chess,Plantae
Kentfield,5/7/22,37.95102778,-122.5458556,Polypogon monspeliensis,rabbitfoot grass,Plantae
Kentfield,5/7/22,37.95143052,-122.5459668,Distichlis spicata,Saltgrass,Plantae
Kentfield,5/7/22,37.94963473,-122.5455376,Perizoma epictata,,Insecta
Kentfield,5/7/22,37.95131196,-122.5459622,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95054149,-122.5450795,Corvus brachyrhynchos,American Crow,Aves
Kentfield,5/7/22,37.95107706,-122.5458949,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.95023045,-122.5452015,Charadrius vociferus,Killdeer,Aves
Kentfield,5/7/22,37.95144871,-122.5457379,Anas platyrhynchos,Mallard,Aves
Kentfield,5/7/22,37.95072114,-122.5453517,Buteo lineatus,Red-shouldered Hawk,Aves
Kentfield,5/7/22,37.95080574,-122.545695,Egretta thula,Snowy Egret,Aves
Kentfield,5/7/22,37.95061842,-122.54512,Melospiza melodia,Song Sparrow,Aves
Kentfield,5/7/22,37.9511949,-122.5455053,Melospiza melodia,Song Sparrow,Aves
Kentfield,5/7/22,37.95149167,-122.545325,Dimelaena radiata,,Fungi
Kentfield,5/7/22,37.94700963,-122.5455447,Melospiza melodia,Song Sparrow,Aves
Kentfield,5/7/22,37.95232778,-122.5459806,Sonchus oleraceus,Common Sow-thistle,Plantae
Kentfield,5/7/22,37.95232778,-122.5459806,Carduus pycnocephalus,Italian thistle,Plantae
Kentfield,5/7/22,37.9509947,-122.5455051,Branta canadensis,Canada Goose,Aves
Kentfield,5/7/22,37.95059167,-122.54487,Trifolium hirtum,Rose Clover,Plantae
Kentfield,5/7/22,37.95059667,-122.5448617,Quercus agrifolia,coast live oak,Plantae
Kentfield,5/7/22,37.95077833,-122.5449217,Phalaris aquatica,harding grass,Plantae
Kentfield,5/7/22,37.950805,-122.5449617,Quercus agrifolia,coast live oak,Plantae
Kentfield,5/7/22,37.95081333,-122.5450283,Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta
Kentfield,5/7/22,37.950825,-122.5450133,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/7/22,37.95086667,-122.54515,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,5/7/22,37.950895,-122.545145,Erodium botrys,Mediterranean Stork's-bill,Plantae
Kentfield,5/7/22,37.95105,-122.545045,Andricus quercuscalifornicus,California Gall Wasp,Insecta
Kentfield,5/7/22,37.95118333,-122.5450883,Vinca major,greater periwinkle,Plantae
Kentfield,5/7/22,37.95113333,-122.5451667,Genista monspessulana,French broom,Plantae
Kentfield,5/7/22,37.95120333,-122.5452283,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.951255,-122.5452417,Medicago polymorpha,bur clover,Plantae
Kentfield,5/7/22,37.95126333,-122.5452333,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/7/22,37.95125833,-122.5452333,Foeniculum vulgare,fennel,Plantae
Kentfield,5/7/22,37.94928889,-122.5485667,Plantago coronopus,Buck's-horn Plantain,Plantae
Kentfield,5/7/22,37.95102778,-122.5458556,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95001667,-122.5456383,Erodium botrys,Mediterranean Stork's-bill,Plantae
Kentfield,5/7/22,37.94928333,-122.5458533,Quercus lobata,valley oak,Plantae
Kentfield,5/7/22,37.951245,-122.5493081,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.95168472,-122.5456914,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.95390333,-122.5462236,Butorides virescens,Green Heron,Aves
Kentfield,5/7/22,37.95127086,-122.5449911,Danaus plexippus,Monarch,Insecta
Kentfield,5/7/22,37.95139139,-122.5451647,Papilio zelicaon,Anise Swallowtail,Insecta
Kentfield,5/7/22,37.95165139,-122.5454647,Butorides virescens,Green Heron,Aves
Kentfield,5/7/22,37.95178611,-122.5446778,Pseudognaphalium luteoalbum,Jersey Cudweed,Plantae
Kentfield,5/7/22,37.95183056,-122.5445444,Lysimachia arvensis,scarlet pimpernel,Plantae
Kentfield,5/7/22,37.95166944,-122.5444111,Boisea rubrolineata,Western Boxelder Bug,Insecta
Kentfield,5/7/22,37.95164444,-122.5446778,Polypogon monspeliensis,rabbitfoot grass,Plantae
Kentfield,5/7/22,37.95340278,-122.5486972,Harmonia axyridis,Asian Lady Beetle,Insecta
Kentfield,5/7/22,37.94915833,-122.54618,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/7/22,37.94968833,-122.5473117,Vinca major,greater periwinkle,Plantae
Kentfield,5/7/22,37.95010833,-122.547945,Euphorbia oblongata,eggleaf spurge,Plantae
Kentfield,5/7/22,37.95161769,-122.5460551,Quercus agrifolia,coast live oak,Plantae
Kentfield,5/7/22,37.95308333,-122.5459028,Papilio rutulus,Western Tiger Swallowtail,Insecta
Kentfield,5/7/22,37.95309444,-122.5459056,Papilio rutulus,Western Tiger Swallowtail,Insecta
Kentfield,5/7/22,37.95127901,-122.5452779,Medicago polymorpha,bur clover,Plantae
Kentfield,5/7/22,37.951225,-122.5452417,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/7/22,37.95125333,-122.5454033,Traskorchestia traskiana,Pacific beach hopper,Animalia
Kentfield,5/7/22,37.95122833,-122.5452283,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/7/22,37.95125333,-122.5452283,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/10/22,37.95200947,-122.5440018,Anas platyrhynchos,Mallard,Aves
Kentfield,5/10/22,37.95086883,-122.5451005,Sphyrapicus,Sapsuckers,Aves
Kentfield,5/10/22,37.95029251,-122.5450488,Charadrius vociferus,Killdeer,Aves
Kentfield,5/12/22,37.95220334,-122.545856,Sciurus niger,Eastern Fox Squirrel,Mammalia
Kentfield,5/12/22,37.95157797,-122.545401,Dichelotarsus cavicollis,,Insecta
Kentfield,5/21/22,37.953842,-122.546635,Anser albifrons,Greater White-fronted Goose,Aves
Kentfield,5/22/22,37.95550919,-122.5518188,Foeniculum vulgare,fennel,Plantae
Kentfield,6/12/22,37.94872188,-122.5469576,Tyto furcata,American Barn Owl,Aves
Kentfield,7/6/22,37.95157,-122.54532,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,7/16/22,37.95700073,-122.5494537,Epipactis helleborine,Broad-leaved helleborine,Plantae
Kentfield,7/16/22,37.95532227,-122.548996,Allium vineale,wild garlic,Plantae
Kentfield,7/18/22,37.94956167,-122.5482467,Danaus plexippus,Monarch,Insecta
Kentfield,7/28/22,37.95158932,-122.5456425,Lontra canadensis,North American River Otter,Mammalia
Kentfield,8/22/22,37.95561594,-122.5518352,Carex divulsa,Gray Sedge,Plantae
Kentfield,8/15/22,37.95206333,-122.5494,Calendula officinalis,pot marigold,Plantae
Kentfield,9/4/22,37.953797,-122.54617,Sciurus niger,Eastern Fox Squirrel,Mammalia
Kentfield,9/8/22,37.95579273,-122.5497695,Mirabilis jalapa,marvel of Peru,Plantae
Kentfield,9/12/22,37.95514667,-122.549545,Clathrus ruber,red-cage fungus,Fungi
Kentfield,9/19/22,37.9539841,-122.5479772,Laetiporus gilbertsonii,Western Hardwood Sulphur Shelf,Fungi
Kentfield,9/23/22,37.94820277,-122.5448474,Acacia dealbata,Silver wattle,Plantae
Kentfield,9/23/22,37.94741206,-122.5433266,Foeniculum vulgare,fennel,Plantae
Kentfield,9/23/22,37.94824667,-122.5449533,Foeniculum vulgare,fennel,Plantae
Kentfield,9/23/22,37.94822833,-122.5448383,Acacia dealbata,Silver wattle,Plantae
Kentfield,9/25/22,37.95218484,-122.5495667,Corvus brachyrhynchos,American Crow,Aves
Kentfield,9/23/22,37.94749167,-122.5431133,Foeniculum vulgare,fennel,Plantae
Kentfield,9/23/22,37.94820833,-122.5448533,Foeniculum vulgare,fennel,Plantae
Kentfield,9/23/22,37.94794167,-122.5444867,Nannopterum auritum,Double-crested Cormorant,Aves
Kentfield,9/25/22,37.95223667,-122.5496667,Mantis religiosa,European Mantis,Insecta
Kentfield,10/4/22,37.95647901,-122.5498912,Phyla nodiflora,turkey tangle frogfruit,Plantae
Kentfield,10/4/22,37.95477415,-122.5502003,Corvus brachyrhynchos,American Crow,Aves
Kentfield,10/5/22,37.95142972,-122.5494273,Paspalum dilatatum,Dallis grass,Plantae
Kentfield,10/6/22,37.95596536,-122.549747,Sceloporus occidentalis,Western Fence Lizard,Reptilia
Kentfield,10/11/22,37.95522299,-122.5490566,Xylocopa sonorina,Valley Carpenter Bee,Insecta
Kentfield,10/11/22,37.95374167,-122.5460667,Lontra canadensis,North American River Otter,Mammalia
Kentfield,10/20/22,37.95468347,-122.550214,Corvus brachyrhynchos,American Crow,Aves
Kentfield,10/20/22,37.95053,-122.5482783,Melanophila consputa,Charcoal Beetle,Insecta
Kentfield,10/24/22,37.95405103,-122.550092,Baccharis pilularis,coyote brush,Plantae
Kentfield,10/29/22,37.95082722,-122.5452375,Fulica americana,American Coot,Aves
Kentfield,10/29/22,37.95460385,-122.5497533,Corvus brachyrhynchos,American Crow,Aves
Kentfield,10/29/22,37.95051804,-122.5450919,Ardea alba,Great Egret,Aves
Kentfield,10/29/22,37.95439099,-122.5496688,Nycticorax nycticorax,Black-crowned Night Heron,Aves
Kentfield,10/29/22,37.95506695,-122.5510686,Columba livia domestica,Feral Pigeon,Aves
Kentfield,11/1/22,37.95598333,-122.5498283,Spinus psaltria,Lesser Goldfinch,Aves
Kentfield,11/3/22,37.95579934,-122.5497953,Arum italicum,Italian arum,Plantae
Kentfield,11/8/22,37.94858833,-122.5471417,Microtus californicus,California Vole,Mammalia
Kentfield,11/17/22,37.95614988,-122.549578,Centaurea cyanus,Cornflower,Plantae
Kentfield,10/28/22,37.9520545,-122.5458292,Sciurus niger,Eastern Fox Squirrel,Mammalia
Kentfield,11/26/22,37.94776333,-122.544255,Butorides virescens,Green Heron,Aves
Kentfield,12/6/22,37.95605921,-122.5492052,Coprinus comatus,Shaggy Mane,Fungi
Kentfield,12/6/22,37.95595188,-122.5494919,Clathrus ruber,red-cage fungus,Fungi
Kentfield,12/17/22,37.9538,-122.547341,Bucephala albeola,Bufflehead,Aves
Kentfield,12/18/22,37.95389697,-122.546264,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,12/12/22,37.95427487,-122.5499049,Xystocheir dissecta,,Animalia
Kentfield,1/3/23,37.95593945,-122.5491153,Suillellus amygdalinus,Liver Bolete,Fungi
Kentfield,2/2/23,37.95385918,-122.546185,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,2/2/23,37.95599365,-122.5501099,Coprinus comatus,Shaggy Mane,Fungi
Kentfield,2/3/23,37.95216131,-122.5459057,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,2/28/23,37.94859415,-122.5455318,Anser albifrons,Greater White-fronted Goose,Aves
Kentfield,3/13/23,37.954225,-122.5490717,Leratiomyces ceres,Chip Cherries,Fungi
Kentfield,3/15/23,37.95595833,-122.5489717,Clathrus ruber,red-cage fungus,Fungi
Kentfield,3/26/23,37.95447,-122.5501633,Vinca major,greater periwinkle,Plantae
Kentfield,3/26/23,37.954875,-122.55037,Malva nicaeensis,bull mallow,Plantae
Kentfield,3/30/23,37.95523123,-122.5493286,Clathrus ruber,red-cage fungus,Fungi
Kentfield,3/30/23,37.95501072,-122.5509472,Conium maculatum,poison hemlock,Plantae
Kentfield,8/30/21,37.95532816,-122.5515727,Icterus cucullatus,Hooded Oriole,Aves
Kentfield,4/5/23,37.94869667,-122.54718,Erynnis propertius,Propertius Duskywing,Insecta
Kentfield,1/6/23,37.95351782,-122.5507389,Tanacetum parthenium,feverfew,Plantae
Kentfield,4/16/23,37.95480096,-122.5499434,Eschscholzia californica,California poppy,Plantae
Kentfield,4/25/23,37.94753044,-122.5432509,Morone saxatilis,Striped Bass,Actinopterygii
Kentfield,12/26/20,37.95546667,-122.550055,Danaus plexippus,Monarch,Insecta
Kentfield,5/2/23,37.95388244,-122.5484344,Corvus brachyrhynchos,American Crow,Aves
Kentfield,5/4/23,37.95495735,-122.5502321,Clathrus ruber,red-cage fungus,Fungi
Kentfield,5/4/23,37.95498484,-122.5502506,Meleagris gallopavo,Wild Turkey,Aves
Kentfield,5/13/23,37.95020382,-122.5478837,Euphorbia oblongata,eggleaf spurge,Plantae
Kentfield,5/13/23,37.94951222,-122.5472352,Helminthotheca echioides,bristly oxtongue,Plantae
Kentfield,5/13/23,37.94922347,-122.5458987,Eupeodes fumipennis,Western Aphideater,Insecta
Kentfield,5/19/23,37.9525018,-122.5501781,Sedum spathulifolium,Broad-leaved Stonecrop,Plantae
Kentfield,5/23/23,37.95571686,-122.5499914,Silene coronaria,Rose campion,Plantae
Kentfield,6/21/23,37.95512833,-122.5513,Trachemys scripta elegans,Red-eared Slider,Reptilia
Kentfield,6/21/23,37.95396333,-122.5466617,Foeniculum vulgare,fennel,Plantae
Kentfield,6/21/23,37.953975,-122.5467217,Eucalyptus sideroxylon,Red Ironbark,Plantae
Kentfield,6/21/23,37.95394167,-122.5461583,Acacia dealbata,Silver wattle,Plantae
Kentfield,6/21/23,37.95392167,-122.5461667,Acacia baileyana,Cootamundra wattle,Plantae
Kentfield,6/26/23,37.95352173,-122.5491943,Tanacetum parthenium,feverfew,Plantae
Kentfield,7/26/23,37.956105,-122.5512,Trichocnemis spiculatus,Spined Woodborer,Insecta
Kentfield,7/25/23,37.95152,-122.5460333,Adelpha californica,California Sister,Insecta
Kentfield,8/2/23,37.95496447,-122.5495535,Danaus plexippus,Monarch,Insecta
Kentfield,8/15/23,37.95460231,-122.5502358,Persicaria capitata,pink knotweed,Plantae
Kentfield,8/19/23,37.95027778,-122.5477778,Grindelia stricta angustifolia,marsh gumplant,Plantae
Kentfield,8/19/23,37.95027778,-122.5483333,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,8/19/23,37.95055556,-122.5480556,Rubus ursinus,California Blackberry,Plantae
Kentfield,8/19/23,37.95,-122.5480556,Frankenia salina,Alkali Heath,Plantae
Kentfield,8/19/23,37.95027778,-122.5480556,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,8/19/23,37.94972222,-122.5477778,Foeniculum vulgare,fennel,Plantae
Kentfield,8/19/23,37.94916667,-122.5475,Jaumea carnosa,Marsh Jaumea,Plantae
Kentfield,8/19/23,37.94888889,-122.5472222,Malva multiflora,Cretan mallow,Plantae
Kentfield,8/19/23,37.94888889,-122.5472222,Frankenia salina,Alkali Heath,Plantae
Kentfield,8/19/23,37.94861111,-122.5483333,Distichlis spicata,Saltgrass,Plantae
Kentfield,8/19/23,37.94861111,-122.5469444,Raphanus raphanistrum,Wild radish,Plantae
Kentfield,8/19/23,37.94861111,-122.5469444,Epilobium canum,California fuchsia,Plantae
Kentfield,8/19/23,37.94861111,-122.5469444,Solanum nigrum,European black nightshade,Plantae
Kentfield,8/19/23,37.94888889,-122.5466667,Solanum nigrum,European black nightshade,Plantae
Kentfield,8/19/23,37.94861111,-122.5463889,Cirsium vulgare,Bull Thistle,Plantae
Kentfield,8/19/23,37.94888889,-122.5458333,Podosphaera cerasi,,Fungi
Kentfield,8/19/23,37.94694444,-122.5433333,Andricus quercuscalifornicus,California Gall Wasp,Insecta
Kentfield,8/19/23,37.94722222,-122.5436111,Plantago coronopus,Buck's-horn Plantain,Plantae
Kentfield,8/19/23,37.94888889,-122.5458333,Lotus corniculatus,bird's-foot trefoil,Plantae
Kentfield,8/19/23,37.94861111,-122.5472222,Asclepias speciosa,showy milkweed,Plantae
Kentfield,8/19/23,37.94861111,-122.5472222,Sedum album,white stonecrop,Plantae
Kentfield,8/19/23,37.94972222,-122.5488889,Rubus ursinus,California Blackberry,Plantae
Kentfield,8/19/23,37.95055556,-122.5483333,Euphorbia maculata,Spotted spurge,Plantae
Kentfield,8/19/23,37.95055556,-122.5472222,Plantago coronopus,Buck's-horn Plantain,Plantae
Kentfield,8/19/23,37.95166667,-122.5458333,Acacia melanoxylon,blackwood,Plantae
Kentfield,8/19/23,37.95166667,-122.5461111,Rubus ulmifolius anoplothyrsus,Thornless Elmleaf Blackberry,Plantae
Kentfield,8/20/23,37.94868564,-122.5455854,Tringa melanoleuca,Greater Yellowlegs,Aves
Kentfield,9/1/23,37.95569992,-122.5494308,Pyrobombus,,Insecta
Kentfield,9/3/23,37.95000143,-122.5482289,Halictus ligatus,Ligated Furrow Bee,Insecta
Kentfield,9/3/23,37.94984571,-122.547842,Agapostemon subtilior,Fine striped sweat bee,Insecta
Kentfield,9/3/23,37.94985945,-122.5480046,Sympetrum illotum,Cardinal Meadowhawk,Insecta
Kentfield,9/3/23,37.94879346,-122.5471493,Sympetrum corruptum,Variegated Meadowhawk,Insecta
Kentfield,9/9/23,37.94888889,-122.5458333,Andricus quercuscalifornicus,California Gall Wasp,Insecta
Kentfield,9/9/23,37.9475,-122.5433333,Antron douglasii,Spined Turban Gall Wasp,Insecta
Kentfield,9/9/23,37.94722222,-122.5433333,Andricus quercuscalifornicus,California Gall Wasp,Insecta
Kentfield,9/9/23,37.95083333,-122.5447222,Antron douglasii,Spined Turban Gall Wasp,Insecta
Kentfield,9/9/23,37.95111111,-122.545,Antron douglasii,Spined Turban Gall Wasp,Insecta
Kentfield,9/9/23,37.95083333,-122.5447222,Antron douglasii,Spined Turban Gall Wasp,Insecta
Kentfield,9/9/23,37.95083333,-122.5447222,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95083333,-122.5447222,Antron douglasii,Spined Turban Gall Wasp,Insecta
Kentfield,9/9/23,37.95111111,-122.545,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95138889,-122.5452778,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95194444,-122.5458333,Laurus nobilis,Bay laurel,Plantae
Kentfield,9/9/23,37.95222222,-122.5458333,Burnettweldia washingtonensis,,Insecta
Kentfield,9/9/23,37.9525,-122.5461111,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95222222,-122.5458333,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95194444,-122.5458333,Andricus quercuscalifornicus,California Gall Wasp,Insecta
Kentfield,9/9/23,37.95138889,-122.5458333,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/9/23,37.95111111,-122.5458333,Feron kingi,Red Cone Gall Wasp,Insecta
Kentfield,9/12/23,37.95491409,-122.5496826,Armadillidium vulgare,Common Pill Woodlouse,Animalia
Kentfield,9/19/23,37.954195,-122.5510717,Latrodectus hesperus,Western Black Widow,Arachnida
Kentfield,9/25/23,37.94855733,-122.5473068,Baccharis pilularis,coyote brush,Plantae
Kentfield,2/14/23,37.95012167,-122.5478283,Acacia dealbata,Silver wattle,Plantae
Kentfield,10/26/23,37.95557941,-122.5490347,Mirabilis jalapa,marvel of Peru,Plantae
Kentfield,11/16/23,37.95355727,-122.5481967,Laetiporus gilbertsonii,Western Hardwood Sulphur Shelf,Fungi
Kentfield,11/26/23,37.95422833,-122.5497583,Vanessa cardui,Painted Lady,Insecta
Kentfield,1/3/24,37.94774708,-122.5441517,Helvella vespertina,Western Black Elfin Saddle,Fungi
Kentfield,12/6/21,37.95064444,-122.545075,Aix sponsa,Wood Duck,Aves
Kentfield,1/12/24,37.95150761,-122.5456518,Aythya affinis,Lesser Scaup,Aves
Kentfield,1/29/24,37.9560978,-122.5495847,Linaria maroccana,Annual Toadflax,Plantae
Kentfield,1/29/24,37.95619086,-122.5496468,Centaurea cyanus,Cornflower,Plantae
Kentfield,2/1/24,37.9560674,-122.5496159,Lupinus succulentus,arroyo lupine,Plantae
Kentfield,2/12/24,37.95079722,-122.5450056,Mergus merganser,Common Merganser,Aves
Kentfield,2/28/24,37.95057049,-122.5449354,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,3/4/24,37.95332185,-122.5488944,Persicaria capitata,pink knotweed,Plantae
Kentfield,3/4/24,37.95616627,-122.5495341,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,3/14/24,37.95614909,-122.5495961,Nemophila menziesii,baby blue eyes,Plantae
Kentfield,3/17/24,37.95450669,-122.5500289,Sayornis nigricans,Black Phoebe,Aves
Kentfield,3/27/24,37.95550009,-122.5500672,Clathrus ruber,red-cage fungus,Fungi
Kentfield,3/27/24,37.95093606,-122.5495468,Cornu aspersum,Garden Snail,Mollusca
Kentfield,4/10/24,37.95602,-122.5496533,Centaurea cyanus,Cornflower,Plantae
Kentfield,4/15/24,37.95568466,-122.551033,Melilotus indicus,small melilot,Plantae
Kentfield,5/2/24,37.95515377,-122.5500669,Campanula poscharskyana,Trailing bellflower,Plantae
Kentfield,5/14/24,37.95514297,-122.5498428,Modiola caroliniana,Bristly Mallow,Plantae
Kentfield,5/14/24,37.95514297,-122.5498428,Erodium moschatum,musk stork's-bill,Plantae
Kentfield,5/15/24,37.94853611,-122.5468611,Tyto furcata,American Barn Owl,Aves
Kentfield,4/24/24,37.95132,-122.5492633,Holocnemus pluchei,Marbled Cellar Spider,Arachnida
Kentfield,4/11/24,37.95152,-122.549125,Campanula poscharskyana,Trailing bellflower,Plantae
Kentfield,5/30/24,37.95426251,-122.5490649,Butorides virescens,Green Heron,Aves
Kentfield,6/3/24,37.94945037,-122.547595,Ardea alba,Great Egret,Aves
Kentfield,7/12/24,37.94893667,-122.5473117,Melospiza melodia,Song Sparrow,Aves
Kentfield,10/23/23,37.95431026,-122.549616,Vanessa annabella,West Coast Lady,Insecta
Kentfield,9/12/24,37.95130667,-122.5485196,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta
